community_board,complaint_type,count,date,ingested_at
01 BROOKLYN,Blocked Driveway,48,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 QUEENS,Street Condition,48,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 QUEENS,Blocked Driveway,48,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 BROOKLYN,Blocked Driveway,47,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 BRONX,Blocked Driveway,46,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
18 BROOKLYN,Blocked Driveway,46,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 MANHATTAN,Noise - Residential,46,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 MANHATTAN,Noise,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 STATEN ISLAND,Noise - Residential,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 BRONX,UNSANITARY CONDITION,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 MANHATTAN,Noise - Residential,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 QUEENS,Noise - Residential,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 MANHATTAN,Noise - Commercial,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 MANHATTAN,Noise - Street/Sidewalk,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 QUEENS,Noise - Street/Sidewalk,45,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 MANHATTAN,Noise - Residential,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 MANHATTAN,Noise - Commercial,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 BROOKLYN,Noise - Street/Sidewalk,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 BROOKLYN,Dirty Condition,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 QUEENS,Noise - Street/Sidewalk,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 QUEENS,Street Condition,44,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 QUEENS,Abandoned Vehicle,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 BROOKLYN,Blocked Driveway,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 BRONX,Noise - Residential,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 QUEENS,GENERAL,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 BROOKLYN,Illegal Parking,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 BRONX,Noise - Street/Sidewalk,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 MANHATTAN,Noise,43,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
11 QUEENS,Street Condition,42,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 QUEENS,Noise - Vehicle,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 BROOKLYN,Blocked Driveway,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 BROOKLYN,Blocked Driveway,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
11 BRONX,Noise - Street/Sidewalk,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 BROOKLYN,Water Maintenance,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 BRONX,Blocked Driveway,41,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 QUEENS,Noise - Street/Sidewalk,40,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 BROOKLYN,Noise - Residential,40,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
05 BROOKLYN,UNSANITARY CONDITION,40,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 QUEENS,Noise - Street/Sidewalk,39,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 QUEENS,Noise - Street/Sidewalk,39,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 QUEENS,Illegal Dumping,39,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 BROOKLYN,Dirty Condition,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 BROOKLYN,Noise - Residential,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 MANHATTAN,Noise,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 BROOKLYN,UNSANITARY CONDITION,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 STATEN ISLAND,Missed Collection,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 BRONX,UNSANITARY CONDITION,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
03 STATEN ISLAND,Street Light Condition,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 BRONX,Noise - Residential,38,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
03 BROOKLYN,UNSANITARY CONDITION,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 BROOKLYN,Noise - Street/Sidewalk,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 BROOKLYN,Noise - Commercial,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 MANHATTAN,UNSANITARY CONDITION,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
03 QUEENS,Noise - Vehicle,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 BRONX,Noise - Street/Sidewalk,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 QUEENS,Noise - Residential,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 MANHATTAN,Homeless Person Assistance,37,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
11 QUEENS,Noise - Residential,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 BROOKLYN,Noise - Residential,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
03 BRONX,Illegal Parking,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 MANHATTAN,Homeless Person Assistance,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 MANHATTAN,Homeless Person Assistance,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
Unspecified BROOKLYN,Street Condition,36,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
16 BROOKLYN,Illegal Parking,35,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 MANHATTAN,PAINT/PLASTER,35,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 MANHATTAN,Noise,35,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
05 BRONX,Blocked Driveway,34,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
